OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
106787,3177.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1BABC37F-DFCF-4559-9C19-1399BC39E05E},72.6997549962389,0.0005385927323125
106788,3178.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AF14C6F6-DB64-4524-A067-104BE05E0D53},290.176982341902,0.0021278351267341
106789,3179.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{55C6ED42-3E1A-4268-B64F-A317511B8020},164.983819016703,0.0013999235453989
106791,3181.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E55DC989-2EA5-415D-804C-77259215F671},142.803753583964,0.0010312012091599
106792,3182.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,PROV,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1299E284-7530-4672-B4AF-01196B8BB780},132.779425756282,0.0008656867451868
106793,3183.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,Y,,,,,TPW_TRAILS,,,,{21FB4E5B-A5A1-40A6-827D-00CD99EFF509},146.813295469111,0.0009930939250171
106796,5052.0,GEZIER HILL TRAIL,SECONDARY,CRDS,N,1.8,Y,,GOOD,2013.0,,N,HRM,HRM,ACTIVE,Chain Link Fence along Washmill Lake Dr,2013/09/03 00:00:00+00,2014/12/04 00:00:00+00,CRS,,,,Y,Y,,,,,,,,,,,,Northwest Trails Association,,A,2014/12/02 00:00:00+00,,{02DDE8DB-530A-4B6A-87DF-C6FF8020456D},956.611811981882,0.0070397349868403
106833,4402.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Connecter Trail,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{5B919302-961D-454B-9580-AE056093437F},26.6660180112783,0.0001759087597939
106834,861.0,PORTLAND LAKES AT GREENWAY,AT_GW_PRI,GRAV,N,2.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access to/from parking lot ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{D09B8EF8-46BA-4EDA-A087-B245C53897E4},648.965588807498,0.0052876472224195
106843,1422.0,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.8,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{6E759FAC-77F0-47E7-8BD9-69B838CFEF3E},103.720274205696,0.0009206188614342
106844,2868.0,GLEN SLAUENWHITE TRAIL,SECONDARY,CRDS,N,1.8,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{E4F2AB09-A9F4-498A-A0C2-1B43A0810AB0},53.060229146574,0.0003731062242547
106845,2870.0,GLEN SLAUENWHITE TRAIL,SECONDARY,GRAV,N,1.5,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{9587C792-624E-45FA-BEFF-710729820938},27.1689980916347,0.0002389743799328
106851,2315.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.5,N,,MARGINAL,2004.0,,N,HRM,UN,ACTIVE,lacks surf mat. -flood plane-some weeds,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{BA127838-6786-46E8-8580-B9D71F25E6C3},118.955674491082,0.0009860848678709
106868,991.0,GLEN SLAUENWHITE TRAIL,TERIARY,NATU,N,1.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{32EBEF8B-2C6F-4FB2-8383-A5A01793BB48},29.1853091388389,0.0002606069981872
106877,2012.0,UNKNOWN NAME,SECONDARY,CRDS, ,1.9,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{116042CB-F549-4F73-803F-475BF6E17F48},37.6488293679085,0.0003237802482572
106888,2614.0,MCINTOSH RUN AT GREENWAY,AT_GW,GRAV,N,2.3,N,,GOOD,2011.0,,N,HRM,HRM,ACTIVE,access to ball diamond,,,,,,EXNS,,,,,,,,,N,N,Y,,,,TPW_TRAILS,,,,{4C74B196-E873-463F-A390-485907E7F404},177.868523371984,0.0013234061142004
106889,3497.0,ATLANTIC VIEW AT GREENWAY,AT_GW,GRAV,Y,3.0,Y,,GOOD,2002.0,2002/01/01 00:00:00+00,N,PROV,HRM,ACTIVE,Salt Marsh - 3 Fathom Harbour 10km,2015/05/28 00:00:00+00,2016/01/11 00:00:00+00,Regional,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2007/01/10 00:00:00+00,Y,Y,Y,Regional Trail,,Atlantic View Trails Association,TRAILS_APR11,A,,N,{717BDB89-6C8F-4B7F-B6A5-0FEAE6DA2343},14312.2705411557,0.116178089813448
106903,4383.0,UNKNOWN NAME,,CRDS,N,1.52,,,GOOD,2013.0,,,HRM,HRM,ACTIVE,,2013/09/16 00:00:00+00,,PLAN,,,,Y,Y,,,,,,,,,,,,,,,,,{B22CDEDD-E741-4E74-9FB8-F59ED6566788},160.378769755346,0.0010525733062729
106915,927.0,PORTLAND LAKES AT GREENWAY,AT_GW_PRI,CRDS,N,1.5,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access from Portland Estates Blvd,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{325927B9-AC40-4600-B989-642631721750},618.157866056134,0.0049223271718289
106916,932.0,PORTLAND LAKES AT GREENWAY,AT_GW_PRI,ASPH,N,2.0,Y,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Access Waterside Terr,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{9427B713-3A5B-4E58-AAA7-84E1F7244EAC},236.526199627799,0.0020184486782827
106917,3699.0,PORTLAND LAKES AT GREENWAY,AT_GW,ASPH,N,3.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Parking Lot - Portland HIlls Terminal ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TRAILS_APR11,,,,{C7F97DCA-0609-44DE-846C-E022FFA9374E},345.705616511424,0.0025254380667316
106939,1041.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,6.9,Y,,GOOD,2003.0,,Y,HRM,MANA,ACTIVE,chain rail post2post,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{C7E75260-93FD-4B5B-8BE0-5B3885E825C3},298.595125223182,0.0026097724465884
106940,1137.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,3.0,N,,GOOD,2004.0,,N,HRM,UN,ACTIVE,sides overgrown,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{ED7347A5-4BF5-42D3-9A02-3F7A2873488E},625.063280575758,0.0048057379424294
106941,2314.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.8,N,,GOOD,2004.0,,N,HRM,UN,ACTIVE, ,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{4A726123-4AA2-48BE-9610-C8B90BF9CB4B},178.061006856302,0.0013043718498925
106942,1789.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,PRIV,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{6916A23C-C04E-4D88-AB16-EE1926CE8668},66.8296598816552,0.0005117205753999
106965,889.0,PORTLAND LAKES AT GREENWAY,AT_GW,NATU,N,3.0,Y,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,unfinished trail - By Playground,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{6D949027-9058-4D7A-A0C8-4875D32DCBE8},24.6140628842874,0.0001573087612122
106969,702.0,UNKNOWN NAME,,,N,,N,,GOOD,2014.0,,N,HRM,HRM,ACTIVE,,2014/12/12 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{7EEE32A7-5F98-4040-9141-7AC7E8C7DE5F},89.1603214249536,0.0006122726818384
106996,2037.0,SHUBIE CANAL GREENWAY,AT_GW,CONC,Y,1.5,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{2AAC9A01-D8B4-403F-886E-122732E889FE},26.3502906831624,0.0001728111466711
107004,4399.0,PORTLAND LAKES AT GREENWAY,AT_GW_SEC,GRAV,N,1.6,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Trail Loop,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{0229228A-43F2-4630-BA18-0410717B7910},137.756781551105,0.0010004475442055
107005,4404.0,THE BIRCHES PARK TRAIL,TERIARY,GRAV,N,2.8,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,Look Out Point ,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,DR HUGH MILLWARD,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{E2A841DA-4EDB-4A95-80FE-DDAAEB29FABF},33.5233722190526,0.0002181030427266
107007,2316.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,2.2,N,,GOOD,2004.0,,N,HRM,UN,ACTIVE,some weed growth,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{2E6DC830-41CE-4386-8C28-349A3F1B9BB3},165.364835108,0.0013245759606263
107008,2319.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,1.7,Y,,GOOD,2003.0,,Y,HRM,MANA,ACTIVE,areas/settled pavers chain rail-post2pos,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{34EFF649-EDCD-4379-A9F5-BAADA5BE7758},297.03902796797,0.0021990636665866
107009,2320.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,3.0,N,,GOOD,2004.0,,N,HRM,UN,ACTIVE, ,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{81646DB9-32E5-4CD6-95FC-917955D28FBD},197.507755242497,0.0014308109965834
107010,2336.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.8,N,,MARGINAL,2004.0,,N,HRM,UN,ACTIVE,lacks surf mat -flood plane-undefined,,2012/11/02 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{CAA84912-DBEE-43D9-8691-BC3DCCDCBF28},88.3293052144736,0.0006168073452463
107015,2446.0,DEWOLFE PARK AT GREENWAY,AT_GW,CONC, ,1.7,Y,,GOOD,2003.0,,Y,HRM,MANA,ACTIVE,pavers-chain rail-post to post,,,,,,,,,,,,,,,N,N,,,,,TPW_TRAILS,,,,{F0656E62-5EB0-4C0E-9CE1-B90402FEE7FA},239.069515580524,0.0017853198001248
107019,1313.0,BISSETT LAKE GREENWAY,AT_GW,CRDS,N,3.0,N,,GOOD,2010.0,,N,HRM,HRM,ACTIVE,HW have infrastructure under trail,,2015/06/16 00:00:00+00,,,RRRDTR,,,,,,,,,,Y,,,,,,TPW_TRAILS,A,2013/07/23 00:00:00+00,,{3F956CD2-1935-4651-B677-A24AE4CC0866},621.338757073021,0.0044443531018193
107021,2912.0,MASTODON GREENWAY,AT_GW,GRAV,,3.0,,,FAIR,2005.0,,,HRM,PART,ACTIVE,Yearly upgrades,,2015/06/16 00:00:00+00,TRAILS GROUP,,RRRDTR,HRT,Y, , , , , ,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00,T,N, , ,,Carrolls Corner Community Centre,TRAILS_APR11,A,,N,{061DA02F-1F41-46FE-9193-C667C2B37FB2},3848.02335890774,0.0307006145708609
107022,5037.0,BISSETT LAKE GREENWAY,AT_GW,,Y,3.0,,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,WOOD DECK ON STEEL BRIDGE,2013/04/16 00:00:00+00,,,,,,,,,,,,,,T,,,,,,,,,,{6ABF2BF4-100E-4E62-8E83-7DF09181A7AE},37.0402792407127,0.0003292211646069
107023,5038.0,BISSETT LAKE GREENWAY,AT_GW,,Y,3.0,,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,BOARDWALK,2013/04/16 00:00:00+00,,,,,,,,,,,,,,T,,,,,,,,,,{AB5ADE9A-EDC7-47B8-B9A3-8510CAE97113},33.6900233904415,0.0003021965941275
107026,5039.0,BISSETT LAKE GREENWAY,AT_GW,GRAV,Y,3.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,,2013/04/16 00:00:00+00,,,,RRRDTR,,,,,,,,,,T,,,,,,,,,,{AB9490B3-65E9-4255-825D-146CAB1DEF85},62.1141608045401,0.0005481181395949
107043,2038.0,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,1.5,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,width varies up to 2 m,,,,,,,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{02AE9CF6-8B06-4348-8D95-95AAA3BD3C1F},155.279439772156,0.0010077020226085
107059,3749.0,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,{7B46EC8A-0DE2-4A70-87FD-C2281635BE91},332.843234225251,0.0024039742255611
107060,685.0,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2013.0,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{7AAC86A9-7EC3-456B-87B7-A8676852F6CD},207.378587608376,0.0014651907727406
107061,686.0,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2013.0,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{D0D11607-7967-482F-AA6A-7F85954C9A54},113.458770816562,0.0008187164344775
107062,3749.0,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,{2FD0B8FD-FD8E-4B9D-BAC2-2CF7038B40F8},56.3455547148132,0.0005018018476292
107069,3506.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CONC,,3.0,N,,GOOD,2004.0,,N,HRM,HRM,ACTIVE,Portion of Sidewalk System,,2016/01/12 00:00:00+00,PICTOMETRY,G,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/11 00:00:00+00,2007/01/11 00:00:00+00,N,N,Y,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,Y,{13184A57-A07B-4979-9291-4D1FEF5A7A80},197.134399050821,0.0014804902384718
107076,3741.0,BARRINGTON STREET AT GREENWAY,AT_GW,ASPH,Y,3.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,North Street - Cornwallis St,2012/09/12 00:00:00+00,2016/01/11 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,,,,Y,N,Y,Regional Trail,,"Partnership Heritage Gas, HRM, TCT",,,,,{1B56C0A5-7653-4D70-B0E5-6689AE2639AD},1117.95919550021,0.0087838026024385
107077,2309.0,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CONC, ,3.0,N,,GOOD,2004.0,,Y,HRM,HRM,ACTIVE,trail under bridge,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{42A2AFEF-2567-4774-A40B-3F7117977CC1},36.6354038828643,0.0002440386289594
107088,1417.0,GLEN SLAUENWHITE CONNECTOR TRAIL,SECONDARY,CRDS,N,3.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{B8FF9676-4575-4E2C-B526-6648D10030B4},192.536027272166,0.0015612384146623
107089,1430.0,GLEN SLAUENWHITE AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,width varies 1.5 to 2.0,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F5FB8ED8-EA06-46C0-8112-4E814DDBCAD6},992.899569826531,0.0066942866884273
107090,1438.0,GLEN SLAUENWHITE TRAIL,SECONDARY,CRDS,N,1.0,N,,MARGINAL,2012.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{CF63D8FA-6DE5-426D-88F4-54ECDBC65071},18.357719875032,0.0001581269892806
107091,1459.0,GLEN SLAUENWHITE TRAIL,AT_GW,GRAV,N,2.5,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,access road/trail to lake,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{265C6A0A-5089-49BD-811F-092CD3FCEA11},164.494724655407,0.0014305111590796
107108,2598.0,MCINTOSH RUN AT GREENWAY,AT_GW,ASPH,N,1.8,Y,,GOOD,2011.0,,N,HRM,HRM,ACTIVE,access restricted by jersey barrier,,,,,,,,,,,,,,,N,N,Y,,,,TPW_TRAILS,,,,{AC1E25AE-D1C1-4E39-B4FA-793D131A5216},37.8589112698913,0.0003024567243189
107119,1790.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{865A5087-31EB-40C8-8F9E-28507A9DE77B},114.841897743365,0.0009633750618438
107120,1791.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,MARGINAL,2009.0,,Y,HRM,HRM,ACTIVE,brick-heaves,,,,,RRRDTR,HRT,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{88B53427-FC04-4DEF-BA54-6A263FBA2835},73.09652593359,0.0005848175326915
107122,1795.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,PRIV,HRM,ACTIVE,trail ends/Maitland St-starts 75 away,,,,,RRRDTR,,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{384C5930-00F1-4470-9786-2EB933927AFF},215.906606913936,0.001879386947198
107140,4384.0,UNKNOWN NAME,,CRDS,N,1.52,,,GOOD,2013.0,,,HRM,HRM,ACTIVE,,2013/09/16 00:00:00+00,,PLAN,,,,Y,Y,,,,,,,,,,,,,,,,,{94F5ABB6-847C-46BF-9B38-45540CE61B96},173.568984119543,0.0014958583865159
107167,1933.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,PRIV,HRM,ACTIVE,incomplete at both ends -fenced 1 side,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,{D6D374D5-6E57-4E38-A265-8C6DEFA63938},460.642952602324,0.0038127489733145
107168,2189.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8B6E3B41-0F2C-4670-AB87-0E4F638700E1},180.215288978386,0.001312897313235
107169,2296.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,Y,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,rail fence 1 side,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{78D11B10-531D-457B-A92B-65796BC08635},110.942903495397,0.0007805214005127
107170,2297.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{A9EA1ED6-D921-465A-99C7-C7AEDE57A351},59.5783328469151,0.0003996313729702
107171,2301.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,{A65BCA09-6F13-426E-93D9-CAF78B7D5DAA},148.608273150635,0.0010404997096951
107173,2302.0,DARTMOUTH WATERFRONT TRAIL,AT_GW,ASPH, ,3.0,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,Y,Y,,,,,TPW_TRAILS,,,,{4DB01E0F-A397-4984-B4F9-574DB70F07B1},127.208911408242,0.0008521973664874
107226,688.0,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,N,,N,,GOOD,2013.0,,N,HRM,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,{C683F698-86C7-48C6-B151-3C12C39119CE},42.6136331524227,0.0003392910656542
107231,890.0,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,1.5,N,,GOOD,2009.0,,N,HRM,HRM,ACTIVE,Access Bellbrook Cres- DeadEnd,,2016/02/05 00:00:00+00,,,,,,,,,,,,,,,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,{CEF1FC6C-D8A0-49CB-90BB-E164E03E8FA5},775.387244387558,0.0057625422349676
107233,5035.0,BISSETT LAKE GREENWAY,AT_GW,GRAV,Y,3.0,N,,GOOD,2012.0,,N,HRM,HRM,ACTIVE,,2013/04/16 00:00:00+00,2015/06/16 00:00:00+00,,,RRRDTR,,,,,,,,,,T,,,,,,,,,,{6C1C93F9-5268-4FB5-9F61-517F903FBCEF},213.426255365693,0.0018914608170927
